Country Name,Country Code,Series Name,Series Code,YR2015
Madagascar,MDG,"Population ages 15-64, male",SP.POP.1564.MA.IN,6682828
Madagascar,MDG,"Population ages 15-64, female",SP.POP.1564.FE.IN,6772558
Madagascar,MDG,"Population ages 0-14, male",SP.POP.0014.MA.IN,5084816
Madagascar,MDG,"Population ages 0-14, female",SP.POP.0014.FE.IN,5007080
Madagascar,MDG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,193.34
Madagascar,MDG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,243.575
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,12152293
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,12081795
Madagascar,MDG,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,372655
Madagascar,MDG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,314151
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.953
Malawi,MWI,Urban population,SP.URB.TOTL,2731661
Malawi,MWI,"Population, total",SP.POP.TOTL,16745303
Malawi,MWI,"Population ages 80 and above, female",SP.POP.80UP.FE,31613
Malawi,MWI,"Population ages 80 and above, male",SP.POP.80UP.MA,15129
Malawi,MWI,"Population ages 15-64, male",SP.POP.1564.MA.IN,4276413
Malawi,MWI,"Population ages 15-64, female",SP.POP.1564.FE.IN,4477355
Malawi,MWI,"Population ages 0-14, male",SP.POP.0014.MA.IN,3797378
Malawi,MWI,"Population ages 0-14, female",SP.POP.0014.FE.IN,3752749
Malawi,MWI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,238.148
Malawi,MWI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,351.568
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,8495170
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,8250133
Malawi,MWI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,265066
Malawi,MWI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,176342
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.461
Malaysia,MYS,Urban population,SP.URB.TOTL,22464989
Malaysia,MYS,"Population, total",SP.POP.TOTL,30270962
Malaysia,MYS,"Population ages 80 and above, female",SP.POP.80UP.FE,139848
Malaysia,MYS,"Population ages 80 and above, male",SP.POP.80UP.MA,127648
Malaysia,MYS,"Population ages 15-64, male",SP.POP.1564.MA.IN,10793928
Malaysia,MYS,"Population ages 15-64, female",SP.POP.1564.FE.IN,10073305
Malaysia,MYS,"Population ages 0-14, male",SP.POP.0014.MA.IN,3910287
Malaysia,MYS,"Population ages 0-14, female",SP.POP.0014.FE.IN,3684574
Malaysia,MYS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,85.207
Malaysia,MYS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,158.239
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,14685797
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,15585165
Malaysia,MYS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,927918
Malaysia,MYS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,880950
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.691
Maldives,MDV,Urban population,SP.URB.TOTL,175274
Maldives,MDV,"Population, total",SP.POP.TOTL,454915
Maldives,MDV,"Population ages 80 and above, female",SP.POP.80UP.FE,1390
Maldives,MDV,"Population ages 80 and above, male",SP.POP.80UP.MA,1747
Maldives,MDV,"Population ages 15-64, male",SP.POP.1564.MA.IN,212385
Maldives,MDV,"Population ages 15-64, female",SP.POP.1564.FE.IN,128090
Maldives,MDV,"Population ages 0-14, male",SP.POP.0014.MA.IN,49626
Maldives,MDV,"Population ages 0-14, female",SP.POP.0014.FE.IN,46894
Maldives,MDV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,56.521
Maldives,MDV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,80.203
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,183547
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,271368
Maldives,MDV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,8563
Maldives,MDV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,9357
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.509
Mali,MLI,Urban population,SP.URB.TOTL,6973942
Mali,MLI,"Population, total",SP.POP.TOTL,17438778
Mali,MLI,"Population ages 80 and above, female",SP.POP.80UP.FE,24781
Mali,MLI,"Population ages 80 and above, male",SP.POP.80UP.MA,20923
Mali,MLI,"Population ages 15-64, male",SP.POP.1564.MA.IN,4275704
Mali,MLI,"Population ages 15-64, female",SP.POP.1564.FE.IN,4360145
Mali,MLI,"Population ages 0-14, male",SP.POP.0014.MA.IN,4250406
Mali,MLI,"Population ages 0-14, female",SP.POP.0014.FE.IN,4111148
Mali,MLI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,258.057
Mali,MLI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,277.124
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,8718650
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,8720128
Mali,MLI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,247357
Mali,MLI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,194017
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.8975609756098
Malta,MLT,Urban population,SP.URB.TOTL,420192
Malta,MLT,"Population, total",SP.POP.TOTL,445053
Malta,MLT,"Population ages 80 and above, female",SP.POP.80UP.FE,11649
Malta,MLT,"Population ages 80 and above, male",SP.POP.80UP.MA,6485
Malta,MLT,"Population ages 15-64, male",SP.POP.1564.MA.IN,152718
Malta,MLT,"Population ages 15-64, female",SP.POP.1564.FE.IN,145383
Malta,MLT,"Population ages 0-14, male",SP.POP.0014.MA.IN,32691
Malta,MLT,"Population ages 0-14, female",SP.POP.0014.FE.IN,30629
Malta,MLT,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,36.681
Malta,MLT,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,66.946
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,222330
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,222723
Malta,MLT,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,46318
Malta,MLT,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,37314
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,NA 
Marshall Islands,MHL,Urban population,SP.URB.TOTL,43545
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,57439
Marshall Islands,MHL,"Population ages 80 and above, female",SP.POP.80UP.FE,NA 
Marshall Islands,MHL,"Population ages 80 and above, male",SP.POP.80UP.MA,NA 
Marshall Islands,MHL,"Population ages 15-64, male",SP.POP.1564.MA.IN,NA 
Marshall Islands,MHL,"Population ages 15-64, female",SP.POP.1564.FE.IN,NA 
Marshall Islands,MHL,"Population ages 0-14, male",SP.POP.0014.MA.IN,NA 
Marshall Islands,MHL,"Population ages 0-14, female",SP.POP.0014.FE.IN,NA 
Marshall Islands,MHL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
Marshall Islands,MHL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,NA 
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,NA 
Marshall Islands,MHL,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,NA 
Marshall Islands,MHL,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,NA 
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.936
Mauritania,MRT,Urban population,SP.URB.TOTL,2067215
Mauritania,MRT,"Population, total",SP.POP.TOTL,4046301
Mauritania,MRT,"Population ages 80 and above, female",SP.POP.80UP.FE,9918
Mauritania,MRT,"Population ages 80 and above, male",SP.POP.80UP.MA,6263
Mauritania,MRT,"Population ages 15-64, male",SP.POP.1564.MA.IN,1143117
Mauritania,MRT,"Population ages 15-64, female",SP.POP.1564.FE.IN,1138038
Mauritania,MRT,"Population ages 0-14, male",SP.POP.0014.MA.IN,831971
Mauritania,MRT,"Population ages 0-14, female",SP.POP.0014.FE.IN,807085
Mauritania,MRT,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,181.083
Mauritania,MRT,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,226.084
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,2018755
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,2027546
Mauritania,MRT,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,73632
Mauritania,MRT,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,52458
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.3531707317073
Mauritius,MUS,Urban population,SP.URB.TOTL,517668
Mauritius,MUS,"Population, total",SP.POP.TOTL,1262605
Mauritius,MUS,"Population ages 80 and above, female",SP.POP.80UP.FE,14646
Mauritius,MUS,"Population ages 80 and above, male",SP.POP.80UP.MA,7790
Mauritius,MUS,"Population ages 15-64, male",SP.POP.1564.MA.IN,446859
Mauritius,MUS,"Population ages 15-64, female",SP.POP.1564.FE.IN,445120
Mauritius,MUS,"Population ages 0-14, male",SP.POP.0014.MA.IN,124825
Mauritius,MUS,"Population ages 0-14, female",SP.POP.0014.FE.IN,120123
Mauritius,MUS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,95.373
Mauritius,MUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,193.35
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,637251
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,625354
Mauritius,MUS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,72009
Mauritius,MUS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,53670
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.904
Mexico,MEX,Urban population,SP.URB.TOTL,96615320
Mexico,MEX,"Population, total",SP.POP.TOTL,121858258
Mexico,MEX,"Population ages 80 and above, female",SP.POP.80UP.FE,1070450
Mexico,MEX,"Population ages 80 and above, male",SP.POP.80UP.MA,750949
Mexico,MEX,"Population ages 15-64, male",SP.POP.1564.MA.IN,38713848
Mexico,MEX,"Population ages 15-64, female",SP.POP.1564.FE.IN,41273075
Mexico,MEX,"Population ages 0-14, male",SP.POP.0014.MA.IN,17187209
Mexico,MEX,"Population ages 0-14, female",SP.POP.0014.FE.IN,16489505
Mexico,MEX,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,79.743
Mexico,MEX,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,141.938
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,62264084
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,59594174
Mexico,MEX,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,4501504
Mexico,MEX,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3693117
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.315
"Micronesia, Fed. Sts.",FSM,Urban population,SP.URB.TOTL,24453
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,108895
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, female",SP.POP.80UP.FE,286
"Micronesia, Fed. Sts.",FSM,"Population ages 80 and above, male",SP.POP.80UP.MA,135
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, male",SP.POP.1564.MA.IN,35397
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, female",SP.POP.1564.FE.IN,34028
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, male",SP.POP.0014.MA.IN,18316
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, female",SP.POP.0014.FE.IN,17403
"Micronesia, Fed. Sts.",FSM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,148.73
"Micronesia, Fed. Sts.",FSM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,181.012
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,53547
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,55348
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2116
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1635
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5148448538059
Middle East & North Africa,MEA,Urban population,SP.URB.TOTL,274105309
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,425821770
Middle East & North Africa,MEA,"Population ages 80 and above, female",SP.POP.80UP.FE,1957235
Middle East & North Africa,MEA,"Population ages 80 and above, male",SP.POP.80UP.MA,1604387
Middle East & North Africa,MEA,"Population ages 15-64, male",SP.POP.1564.MA.IN,145156670
Middle East & North Africa,MEA,"Population ages 15-64, female",SP.POP.1564.FE.IN,132756508
Middle East & North Africa,MEA,"Population ages 0-14, male",SP.POP.0014.MA.IN,65199522
Middle East & North Africa,MEA,"Population ages 0-14, female",SP.POP.0014.FE.IN,61967062
Middle East & North Africa,MEA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,90.9548956511947
Middle East & North Africa,MEA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,137.61991771993
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,205536020
Middle East & North Africa,MEA,"Population, male",SP.POP.TOTL.MA.IN,220285750
Middle East & North Africa,MEA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,10812450
Middle East & North Africa,MEA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,9929558
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0002961166458
Middle East & North Africa (excluding high income),MNA,Urban population,SP.URB.TOTL,220575118
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,363975550
Middle East & North Africa (excluding high income),MNA,"Population ages 80 and above, female",SP.POP.80UP.FE,1691917
Middle East & North Africa (excluding high income),MNA,"Population ages 80 and above, male",SP.POP.80UP.MA,1412084
Middle East & North Africa (excluding high income),MNA,"Population ages 15-64, male",SP.POP.1564.MA.IN,116800691
Middle East & North Africa (excluding high income),MNA,"Population ages 15-64, female",SP.POP.1564.FE.IN,115847504
Middle East & North Africa (excluding high income),MNA,"Population ages 0-14, male",SP.POP.0014.MA.IN,57920584
Middle East & North Africa (excluding high income),MNA,"Population ages 0-14, female",SP.POP.0014.FE.IN,54969772
Middle East & North Africa (excluding high income),MNA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,94.6847971827516
Middle East & North Africa (excluding high income),MNA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,149.545320138637
Middle East & North Africa (excluding high income),MNA,"Population, female",SP.POP.TOTL.FE.IN,180465695
Middle East & North Africa (excluding high income),MNA,"Population, male",SP.POP.TOTL.MA.IN,183509855
Middle East & North Africa (excluding high income),MNA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,9648419
Middle East & North Africa (excluding high income),MNA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,8788580
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.9950526148397
Middle East & North Africa (IDA & IBRD countries),TMN,Urban population,SP.URB.TOTL,217356835
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,359705458
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 80 and above, female",SP.POP.80UP.FE,1682751
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 80 and above, male",SP.POP.80UP.MA,1405732
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 15-64, male",SP.POP.1564.MA.IN,115566019
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 15-64, female",SP.POP.1564.FE.IN,114644787
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 0-14, male",SP.POP.0014.MA.IN,57050235
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 0-14, female",SP.POP.0014.FE.IN,54136221
Middle East & North Africa (IDA & IBRD countries),TMN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,94.6687231298096
Middle East & North Africa (IDA & IBRD countries),TMN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,149.729756170843
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, female",SP.POP.TOTL.FE.IN,178362332
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, male",SP.POP.TOTL.MA.IN,181343126
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,9581324
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,8726872
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2139151282366
Middle income,MIC,Urban population,SP.URB.TOTL,2789523654
Middle income,MIC,"Population, total",SP.POP.TOTL,5495816130
Middle income,MIC,"Population ages 80 and above, female",SP.POP.80UP.FE,39653470
Middle income,MIC,"Population ages 80 and above, male",SP.POP.80UP.MA,25471385
Middle income,MIC,"Population ages 15-64, male",SP.POP.1564.MA.IN,1860512310
Middle income,MIC,"Population ages 15-64, female",SP.POP.1564.FE.IN,1807780411
Middle income,MIC,"Population ages 0-14, male",SP.POP.0014.MA.IN,750941496
Middle income,MIC,"Population ages 0-14, female",SP.POP.0014.FE.IN,694362848
Middle income,MIC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,116.63247493748
Middle income,MIC,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,177.644028472459
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,2710715581
Middle income,MIC,"Population, male",SP.POP.TOTL.MA.IN,2783090741
Middle income,MIC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,208572327
Middle income,MIC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,171636936
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.478
Moldova,MDA,Urban population,SP.URB.TOTL,1510140
Moldova,MDA,"Population, total",SP.POP.TOTL,3554108
Moldova,MDA,"Population ages 80 and above, female",SP.POP.80UP.FE,53075
Moldova,MDA,"Population ages 80 and above, male",SP.POP.80UP.MA,24042
Moldova,MDA,"Population ages 15-64, male",SP.POP.1564.MA.IN,1285615
Moldova,MDA,"Population ages 15-64, female",SP.POP.1564.FE.IN,1350081
Moldova,MDA,"Population ages 0-14, male",SP.POP.0014.MA.IN,289346
Moldova,MDA,"Population ages 0-14, female",SP.POP.0014.FE.IN,271913
Moldova,MDA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,98.788
Moldova,MDA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,243.767
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1846103
Moldova,MDA,"Population, male",SP.POP.TOTL.MA.IN,1708005
Moldova,MDA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,224109
Moldova,MDA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,133044
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,NA 
Monaco,MCO,Urban population,SP.URB.TOTL,37718
Monaco,MCO,"Population, total",SP.POP.TOTL,37718
Monaco,MCO,"Population ages 80 and above, female",SP.POP.80UP.FE,NA 
Monaco,MCO,"Population ages 80 and above, male",SP.POP.80UP.MA,NA 
Monaco,MCO,"Population ages 15-64, male",SP.POP.1564.MA.IN,NA 
Monaco,MCO,"Population ages 15-64, female",SP.POP.1564.FE.IN,NA 
Monaco,MCO,"Population ages 0-14, male",SP.POP.0014.MA.IN,NA 
Monaco,MCO,"Population ages 0-14, female",SP.POP.0014.FE.IN,NA 
Monaco,MCO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
Monaco,MCO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,NA 
Monaco,MCO,"Population, male",SP.POP.TOTL.MA.IN,NA 
Monaco,MCO,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,NA 
Monaco,MCO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,NA 
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.111
Mongolia,MNG,Urban population,SP.URB.TOTL,2045835
Mongolia,MNG,"Population, total",SP.POP.TOTL,2998439
Mongolia,MNG,"Population ages 80 and above, female",SP.POP.80UP.FE,11367
Mongolia,MNG,"Population ages 80 and above, male",SP.POP.80UP.MA,5736
Mongolia,MNG,"Population ages 15-64, male",SP.POP.1564.MA.IN,995912
Mongolia,MNG,"Population ages 15-64, female",SP.POP.1564.FE.IN,1021257
Mongolia,MNG,"Population ages 0-14, male",SP.POP.0014.MA.IN,437646
Mongolia,MNG,"Population ages 0-14, female",SP.POP.0014.FE.IN,427762
Mongolia,MNG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,129.494
Mongolia,MNG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,296.188
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,1516361
Mongolia,MNG,"Population, male",SP.POP.TOTL.MA.IN,1482078
Mongolia,MNG,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,67342
Mongolia,MNG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,48520
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.452
Montenegro,MNE,Urban population,SP.URB.TOTL,409418
Montenegro,MNE,"Population, total",SP.POP.TOTL,622159
Montenegro,MNE,"Population ages 80 and above, female",SP.POP.80UP.FE,11694
Montenegro,MNE,"Population ages 80 and above, male",SP.POP.80UP.MA,7075
Montenegro,MNE,"Population ages 15-64, male",SP.POP.1564.MA.IN,211458
Montenegro,MNE,"Population ages 15-64, female",SP.POP.1564.FE.IN,209861
Montenegro,MNE,"Population ages 0-14, male",SP.POP.0014.MA.IN,60144
Montenegro,MNE,"Population ages 0-14, female",SP.POP.0014.FE.IN,54947
Montenegro,MNE,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,70.056
Montenegro,MNE,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,131.666
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,314622
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,307537
Montenegro,MNE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,49814
Montenegro,MNE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,35935
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.726
Morocco,MAR,Urban population,SP.URB.TOTL,21078590
Morocco,MAR,"Population, total",SP.POP.TOTL,34663603
Morocco,MAR,"Population ages 80 and above, female",SP.POP.80UP.FE,225932
Morocco,MAR,"Population ages 80 and above, male",SP.POP.80UP.MA,132879
Morocco,MAR,"Population ages 15-64, male",SP.POP.1564.MA.IN,11225287
Morocco,MAR,"Population ages 15-64, female",SP.POP.1564.FE.IN,11613380
Morocco,MAR,"Population ages 0-14, male",SP.POP.0014.MA.IN,4935395
Morocco,MAR,"Population ages 0-14, female",SP.POP.0014.FE.IN,4679159
Morocco,MAR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,66.033
Morocco,MAR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,75.794
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,17492566
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,17171037
Morocco,MAR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1200027
Morocco,MAR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1010355
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.206
Mozambique,MOZ,Urban population,SP.URB.TOTL,9302449
Mozambique,MOZ,"Population, total",SP.POP.TOTL,27042002
Mozambique,MOZ,"Population ages 80 and above, female",SP.POP.80UP.FE,60857
Mozambique,MOZ,"Population ages 80 and above, male",SP.POP.80UP.MA,26949
Mozambique,MOZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,6653657
Mozambique,MOZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,7321621
Mozambique,MOZ,"Population ages 0-14, male",SP.POP.0014.MA.IN,6143942
Mozambique,MOZ,"Population ages 0-14, female",SP.POP.0014.FE.IN,6138579
Mozambique,MOZ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,297.015
Mozambique,MOZ,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,368.151
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,13949964
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,13092038
Mozambique,MOZ,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,489764
Mozambique,MOZ,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,294439
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.81
Myanmar,MMR,Urban population,SP.URB.TOTL,15729411
Myanmar,MMR,"Population, total",SP.POP.TOTL,52680726
Myanmar,MMR,"Population ages 80 and above, female",SP.POP.80UP.FE,246569
Myanmar,MMR,"Population ages 80 and above, male",SP.POP.80UP.MA,129358
Myanmar,MMR,"Population ages 15-64, male",SP.POP.1564.MA.IN,16911222
Myanmar,MMR,"Population ages 15-64, female",SP.POP.1564.FE.IN,18392291
Myanmar,MMR,"Population ages 0-14, male",SP.POP.0014.MA.IN,7368005
Myanmar,MMR,"Population ages 0-14, female",SP.POP.0014.FE.IN,7286395
Myanmar,MMR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,165.189
Myanmar,MMR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,226.917
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,27289148
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,25391578
Myanmar,MMR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1610462
Myanmar,MMR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1112351
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.119
Namibia,NAM,Urban population,SP.URB.TOTL,1085690
Namibia,NAM,"Population, total",SP.POP.TOTL,2314904
Namibia,NAM,"Population ages 80 and above, female",SP.POP.80UP.FE,10245
Namibia,NAM,"Population ages 80 and above, male",SP.POP.80UP.MA,4671
